gene.id	ensembl.gene.id	chr	gene.symbol	gene.type	length	description	entrez.gene.id	uniprot.id	go.gene.id	X1.tumor.RNA.Illumina	X101.tumor.RNA.Illumina	X102.tumor.RNA.Illumina	X103.tumor.RNA.Illumina	X11.tumor.RNA.Illumina	X12.tumor.RNA.Illumina	X13.tumor.RNA.Illumina	X14.tumor.RNA.Illumina	X15.tumor.RNA.Illumina	X16.tumor.RNA.Illumina	X17.tumor.RNA.Illumina	X18.tumor.RNA.Illumina	X2.tumor.RNA.Illumina	X21.tumor.RNA.Illumina	X22.tumor.RNA.Illumina	X23.tumor.RNA.Illumina	X25.tumor.RNA.Illumina	X26.tumor.RNA.Illumina	X27.tumor.RNA.Illumina	X28.tumor.RNA.Illumina	X29.tumor.RNA.Illumina.88A	X3.tumor.RNA.Illumina	X30.tumor.RNA.Illumina	X31.tumor.RNA.Illumina.92A	X35.tumor.RNA.Illumina	X37.tumor.RNA.Illumina.94A	X38.tumor.RNA.Illumina	X4.tumor.RNA.Illumina	X41.tumor.RNA.Illumina	X42.tumor.RNA.Illumina	X43.tumor.RNA.Illumina	X44.tumor.RNA.Illumina	X47.tumor.RNA.Illumina	X49.tumor.RNA.Illumina	X50.tumor.RNA.Illumina	X54.tumor.RNA.Illumina	X6.tumor.RNA.Illumina	X63.tumor.RNA.Illumina	X64.tumor.RNA.Illumina	X65.tumor.RNA.Illumina	X66.tumor.RNA.Illumina	X68.tumor.RNA.Illumina	X7.tumor.RNA.Illumina	X70.tumor.RNA.Illumina	X71.tumor.RNA.Illumina	X72.tumor.RNA.Illumina	X74.tumor.RNA.Illumina	X75.tumor.RNA.Illumina	X76.tumor.RNA.Illumina.1A	X80.tumor.RNA.Illumina	X81.tumor.RNA.Illumina	X82.tumor.RNA.Illumina	X83.tumor.RNA.Illumina	X84.tumor.RNA.Illumina	X86.tumor.RNA.Illumina	X87.tumor.RNA.Illumina	X88.tumor.RNA.Illumina	X89.tumor.RNA.Illumina	X90.tumor.RNA.Illumina	X92.tumor.RNA.Illumina	X93.tumor.RNA.Illumina	X94.tumor.RNA.Illumina	X95.tumor.RNA.Illumina	X96.tumor.RNA.Illumina	X97.tumor.RNA.Illumina	X98.tumor.RNA.Illumina	X99.tumor.RNA.Illumina	P2.tumor.RNA.Illumina	P3.tumor.RNA.Illumina
ENSG00000284628.1	ENSG00000284628	15	ENSG00000284628	unprocessed_pseudogene	121	glypican 5 _GPC5_ pseudogene	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260159.1	ENSG00000260159	15	ENSG00000260159	unprocessed_pseudogene	760	family with sequence similarity 108, member A1 _FAM108A1_ pseudogene	NA	NA	NA	0	2	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000261365.1	ENSG00000261365	15	ENSG00000261365	unprocessed_pseudogene	127	glypican 5 _GPC5_ pseudogene	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263964.1	ENSG00000263964	15	MIR4509-3	miRNA	94	microRNA 4509-3 [Source:HGNC Symbol;Acc:HGNC:41610]	100616382	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274814.1	ENSG00000274814	15	ENSG00000274814	unprocessed_pseudogene	208	family with sequence similarity 208, member A _FAM208A_ pseudogene	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260053.2	ENSG00000260053	15	ABCB10P4	processed_pseudogene	2184	ABCB10 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:31130]	100132289	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000183629.14	ENSG00000183629	15	GOLGA8G	protein_coding	6093	golgin A8 family member G [Source:HGNC Symbol;Acc:HGNC:25328]	283768	NA	NA	0	1	1	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	5	0	3	0	0	0	0	2	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000276955.1	ENSG00000276955	15	METAZOA_SRP	misc_RNA	290	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261041.1	ENSG00000261041	15	ENSG00000261041	unprocessed_pseudogene	622	Golgin subfamily A member 2 pseudogene	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000227717.5	ENSG00000227717	15	GOLGA6L25	protein_coding	4286	golgin A6 family like 25 [Source:HGNC Symbol;Acc:HGNC:55711]	100132202	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260444.1	ENSG00000260444	15	ENSG00000260444	unprocessed_pseudogene	167	cholinergic receptor, nicotinic, beta 4 _CHRNB4_ pseudogene	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261581.1	ENSG00000261581	15	HERC2P11	unprocessed_pseudogene	725	HERC2 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:49882]	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000291259.1	ENSG00000291259	15	ENSG00000291259	lncRNA	1930	novel transcript	NA	NA	NA	130	6	14	17	6	5	0	10	11	13	0	1	16	10	20	3	13	5	0	20	2	11	9	5	4	11	20	8	13	6	3	3	8	14	0	7	2	2	11	5	0	9	15	1	17	7	0	0	6	7	7	3	9	7	2	10	4	7	5	10	5	5	6	0	0	0	5	20	11
ENSG00000206149.13	ENSG00000206149	15	HERC2P9	transcribed_unprocessed_pseudogene	5187	HERC2 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:30495]	NA	NA	NA	0	19	8	23	1	1	0	19	80	9	0	13	4	9	3	0	17	2	0	39	0	4	17	19	1	28	0	0	39	0	1	1	1	0	0	18	18	1	0	0	0	0	1	0	0	0	0	10	2	0	0	0	8	10	4	25	19	17	1	0	0	8	5	0	0	0	1	0	0
ENSG00000291082.1	ENSG00000291082	15	HERC2P9	lncRNA	2947	HERC2 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:30495]	440248	NA	NA	511	500	843	567	1129	178	295	387	773	1210	33	270	238	286	80	89	2497	50	200	569	577	150	313	236	227	615	216	59	763	203	371	182	836	941	202	506	54	64	60	152	142	605	31	416	319	265	62	452	859	521	391	358	683	431	355	816	270	379	569	408	477	385	622	26	374	0	1030	216	60
ENSG00000254398.1	ENSG00000254398	15	ENSG00000254398	unprocessed_pseudogene	546	hect domain and RLD 2 _HERC2_ pseudogene	100419574	NA	NA	0	1	0	0	1	0	19	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000188626.7	ENSG00000188626	15	GOLGA8M	protein_coding	5368	golgin A8 family member M [Source:HGNC Symbol;Acc:HGNC:44404]	653720	H3BSY2	H3BSY2	48	13	66	84	74	25	132	80	50	124	0	10	58	13	4	0	77	5	12	10	12	7	176	7	7	44	32	2	15	4	14	12	2	5	30	81	8	3	6	1	29	235	3	5	11	3	0	20	32	16	0	77	8	65	2	28	41	355	168	15	4	14	24	0	0	0	22	32	6
ENSG00000274632.1	ENSG00000274632	15	RN7SL719P	misc_RNA	237	RNA, 7SL, cytoplasmic 719, pseudogene [Source:HGNC Symbol;Acc:HGNC:46735]	106481119	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261480.1	ENSG00000261480	15	GOLGA8M	lncRNA	557	golgin A8 family member M [Source:HGNC Symbol;Acc:HGNC:44404]	653720	H3BSY2	H3BSY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248334.7	ENSG00000248334	15	WHAMMP2	transcribed_unprocessed_pseudogene	1603	WHAMM pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:32360]	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000290879.1	ENSG00000290879	15	ENSG00000290879	lncRNA	5482	novel transcript	NA	NA	NA	106	75	262	121	311	37	126	221	284	276	4	37	42	149	43	5	262	20	62	71	71	83	127	31	32	231	91	38	150	49	59	68	51	29	73	184	9	22	23	87	21	152	13	40	30	49	121	91	135	126	39	93	49	127	39	101	134	83	153	94	118	17	14	0	89	0	157	91	23
ENSG00000260844.2	ENSG00000260844	15	ENSG00000260844	processed_pseudogene	712	zinc finger, FYVE domain containing 9 _ZFYVE9_ pseudogene	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000290880.1	ENSG00000290880	15	ENSG00000290880	lncRNA	895	novel transcript	100289656	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232431.4	ENSG00000232431	15	ENSG00000232431	transcribed_unprocessed_pseudogene	138	taspase, threonine aspartase, 1 _TASP1_ pseudogene	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256951.1	ENSG00000256951	15	ENSG00000256951	transcribed_processed_pseudogene	288	dexamethasone-induced transcript _DEXI_ pseudogene	NA	NA	NA	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000291058.1	ENSG00000291058	15	ENSG00000291058	lncRNA	731	novel transcript	NA	NA	NA	0	0	0	2	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	2	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0
ENSG00000261377.8	ENSG00000261377	15	PDCD6IPP2	transcribed_unprocessed_pseudogene	1069	PDCD6IP pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:49873]	NA	NA	NA	0	2	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000291258.1	ENSG00000291258	15	ENSG00000291258	lncRNA	3383	novel transcript	NA	NA	NA	0	9	14	3	48	3	2	9	3	32	12	13	8	0	146	0	11	39	7	1	8	30	3	0	123	44	3	7	22	14	5	3	247	21	0	35	1	1	7	3	1	19	1	2	8	23	0	3	70	59	3	7	0	2	140	4	1	79	19	6	5	0	116	0	19	0	6	3	7
ENSG00000271616.1	ENSG00000271616	15	ENSG00000271616	processed_pseudogene	259	COX assembly mitochondrial protein 2 homolog _S. cerevisiae_ _CMC2_ pseudogene	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261649.7	ENSG00000261649	15	GOLGA6L7	protein_coding	2367	golgin A6 family like 7 [Source:HGNC Symbol;Acc:HGNC:37442]	728310	NA	NA	0	0	86	1	0	0	0	0	0	0	0	0	0	3	10	0	0	0	14	0	0	0	16	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	8	0	0	0	1	0	26	5	1	0	2	0	15	0	76	3	3	0	0	0	0	0	0	0	7
ENSG00000289209.1	ENSG00000289209	15	ENSG00000289209	lncRNA	793	novel transcript	NA	NA	NA	0	1	3	0	7	0	0	2	3	3	0	1	5	0	13	0	0	4	2	0	0	0	0	0	7	7	20	0	3	0	4	0	11	4	0	3	0	0	0	0	1	4	0	0	5	1	0	0	6	5	0	3	4	2	19	0	0	6	1	0	1	0	8	0	5	0	0	20	0
ENSG00000270301.1	ENSG00000270301	15	ENSG00000270301	processed_pseudogene	517	ferritin, light polypeptide _FTL_ pseudogene	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287894.1	ENSG00000287894	15	ENSG00000287894	lncRNA	500	novel transcript, antisense to APBA2	NA	NA	NA	0	0	1	2	0	0	0	0	1	0	0	0	0	2	0	0	68	0	2	0	1	0	0	0	1	0	0	5	0	1	0	0	2	0	0	0	0	0	0	9	0	1	0	2	0	0	0	0	0	14	0	4	6	0	7	2	5	0	0	0	4	0	0	0	0	0	0	0	0
ENSG00000034053.15	ENSG00000034053	15	APBA2	protein_coding	4031	amyloid beta precursor protein binding family A member 2 [Source:HGNC Symbol;Acc:HGNC:579]	321	Q59G28	Q59G28	135	88	2773	278	1333	256	113	819	1124	773	92	94	74	255	168	5	1744	308	164	26	181	1106	62	68	830	555	255	494	302	140	187	390	786	115	102	1165	8	13	268	965	67	231	99	213	364	218	210	393	421	1105	18	402	666	55	1286	748	1100	25	350	426	493	48	604	74	246	0	211	255	268
ENSG00000259277.1	ENSG00000259277	15	ENSG00000259277	lncRNA	751	novel transcript	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000104059.5	ENSG00000104059	15	ENTREP2	protein_coding	4963	endosomal transmembrane epsin interactor 2 [Source:HGNC Symbol;Acc:HGNC:29075]	23359	O60320	O60320	0	4	1348	1984	57	13	6	13	364	50	10	11	183	130	857	15	0	65	3	9	318	11	5	1297	95	190	15	279	101	1	20	16	302	1474	0	11	6	2	51	176	0	16	0	0	90	24	0	65	38	226	0	147	2164	11	206	764	832	15	9	26	91	23	605	56	18	0	21	15	51
ENSG00000259299.1	ENSG00000259299	15	ENSG00000259299	processed_pseudogene	1465	DDB1 and CUL4 associated factor 6 _DCAF6_ pseudogene	100420707	NA	NA	1	0	0	6	0	1	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252868.1	ENSG00000252868	15	ENSG00000252868	snoRNA	112		NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185115.6	ENSG00000185115	15	NSMCE3	protein_coding	4834	NSE3 homolog, SMC5-SMC6 complex component [Source:HGNC Symbol;Acc:HGNC:7677]	56160	Q96MG7	Q96MG7	371	575	1425	417	1903	1790	927	711	913	1860	680	701	505	546	1662	1194	1780	891	241	648	634	1498	468	1084	497	1233	105	1371	1844	312	281	2071	446	824	106	1269	520	467	186	527	187	1095	583	551	208	393	44	605	887	1349	61	552	1970	766	918	1107	823	328	1048	411	811	852	628	27	737	0	1468	105	186
ENSG00000259690.1	ENSG00000259690	15	ENSG00000259690	lncRNA	3355	novel transcript	NA	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000259814.1	ENSG00000259814	15	ENSG00000259814	lncRNA	1537	novel transcript	NA	NA	NA	0	0	37	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	1	0	0	0	4	0	0	0	0	0	0
ENSG00000259300.2	ENSG00000259300	15	TUBBP8	processed_pseudogene	1232	tubulin beta class I pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:42179]	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287334.1	ENSG00000287334	15	ENSG00000287334	lncRNA	1561	novel transcript	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256802.3	ENSG00000256802	15	LCIIAR	lncRNA	2588	lung cancer immune cell infiltration associated lncRNA [Source:HGNC Symbol;Acc:HGNC:56346]	100130111	NA	NA	0	0	7	1	10	24	145	5	36	89	11	60	235	2	0	5	2	6	7	5	5	10	37	0	37	23	0	10	26	1	1	9	248	174	0	13	15	0	0	19	17	134	4	6	6	4	0	2	7	40	0	4	19	1	43	2	5	54	166	5	15	2	16	19	4	0	6	0	0
ENSG00000104067.17	ENSG00000104067	15	TJP1	protein_coding	7950	tight junction protein 1 [Source:HGNC Symbol;Acc:HGNC:11827]	7082	A9CQZ8	A9CQZ8	3659	1594	5104	6421	1476	3022	2307	4696	6490	4892	4580	3068	2510	3979	2867	1769	653	4911	412	6443	1014	2544	8443	5410	1046	5399	657	5332	5512	233	889	3161	611	2187	174	3114	5804	4724	426	823	744	3332	4302	767	731	542	119	1361	1624	2410	257	712	6158	1943	2266	5969	4006	2436	2018	764	2206	3386	2664	6	1033	0	1297	657	426
ENSG00000259644.1	ENSG00000259644	15	ENSG00000259644	lncRNA	1346	novel transcript	NA	NA	NA	0	2	1	11	1	27	10	8	6	4	0	1	17	8	1	1	12	0	0	15	1	0	15	1	1	1	9	4	0	0	3	0	0	0	0	10	6	2	0	0	0	6	7	0	3	0	0	0	3	3	0	0	3	7	5	17	6	4	0	0	0	2	1	0	0	0	0	9	0
ENSG00000234664.1	ENSG00000234664	15	HMGN2P5	processed_pseudogene	273	high mobility group nucleosomal binding domain 2 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:33568]	NA	NA	NA	18	280	317	112	201	90	86	94	66	209	58	114	85	37	128	157	188	123	80	15	36	160	43	165	93	188	10	212	304	40	55	261	70	213	1	255	89	104	19	20	88	502	101	143	79	57	0	194	395	149	2	189	678	142	145	136	367	97	215	13	216	297	237	0	111	0	287	10	19
ENSG00000259523.1	ENSG00000259523	15	ENSG00000259523	lncRNA	1451	novel transcript, antisense to TJP1	NA	NA	NA	124	2	10	20	18	18	13	10	17	41	12	6	3	5	3	9	23	33	0	9	3	3	27	14	22	43	0	32	27	5	2	4	19	10	0	31	27	11	0	4	3	8	18	3	16	12	0	23	27	7	12	5	16	12	14	20	11	11	15	18	10	14	10	0	22	0	14	0	0
ENSG00000259749.1	ENSG00000259749	15	NCAPGP2	unprocessed_pseudogene	754	non-SMC condensin I complex subunit G pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:51905]	100421148	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259647.1	ENSG00000259647	15	ENSG00000259647	lncRNA	485	novel transcript	NA	NA	NA	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	11	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
ENSG00000260174.1	ENSG00000260174	15	SYNGR2P1	processed_pseudogene	673	synaptogyrin 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:11500]	NA	NA	NA	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	1	0	0	0	0	0	0	0	5	0	1	0	4	0	0	0	3	7	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	4	0	0	0	2	0	2	2	1	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000290766.1	ENSG00000290766	15	ENSG00000290766	lncRNA	693	novel transcript	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229389.3	ENSG00000229389	15	ENSG00000229389	transcribed_unprocessed_pseudogene	339	tight junction protein 1 _zona occludens 1_ _TJP1_ pseudogene	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179938.13	ENSG00000179938	15	GOLGA8J	protein_coding	5188	golgin A8 family member J [Source:HGNC Symbol;Acc:HGNC:38650]	653073	A6NMD2	A6NMD2	0	0	3	2	9	0	0	0	10	2	0	3	1	1	1	0	13	2	0	1	1	1	4	0	0	3	1	2	0	0	1	1	1	2	0	5	0	0	11	0	1	11	0	3	5	1	0	0	3	4	5	5	1	2	1	4	1	0	0	4	0	0	2	0	0	0	1	1	11
ENSG00000273818.1	ENSG00000273818	15	RN7SL673P	misc_RNA	237	RNA, 7SL, cytoplasmic 673, pseudogene [Source:HGNC Symbol;Acc:HGNC:46689]	106480525	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261792.1	ENSG00000261792	15	DNM1P28	unprocessed_pseudogene	474	dynamin 1 pseudogene 28 [Source:HGNC Symbol;Acc:HGNC:35175]	NA	NA	NA	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000290997.1	ENSG00000290997	15	ULK4P3	lncRNA	1158	ULK4 pseudogene 3 [Source:NCBI gene _formerly Entrezgene_;Acc:89837]	89837	NA	NA	0	0	1	0	2	0	0	0	8	0	2	1	0	3	0	0	0	0	0	2	0	0	0	0	0	4	0	0	8	0	0	0	0	1	0	0	0	0	0	3	0	0	2	1	0	0	0	6	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178081.13	ENSG00000178081	15	ULK4P3	transcribed_unprocessed_pseudogene	440	ULK4 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:15777]	89837	NA	NA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
